353.6927204027062	-1210.5461227060835	-6252.208500610356
378.29854721719437	-1245.5805096689714	-6243.881084219585
413.045489099879	-1216.4519210210237	-6247.421047003915
422.6309060270691	-1176.8796650364202	-6254.355998986906
424.779634272542	-1135.0619821373336	-6261.934856718229
412.710103182002	-1086.9346526476245	-6271.273795838792
371.2142923273809	-1085.9349908638533	-6274.039905480233
357.8951328027524	-1130.9567732567666	-6266.8556263655655
357.53307968849595	-1171.4419153344656	-6259.434920717283
358.6026466392672	-1177.8316863669838	-6258.17451427988
353.6927204027062	-1210.5461227060835	-6252.208500610356

406.03587311174323	3738.9092504291875	5151.341968610745
401.99300144042064	3803.6422100481477	5104.051249302064
461.4850964356645	3876.5428238287914	5043.815899847878
588.8991428990572	3911.6356950858717	5003.292473880757
683.0557776217722	3882.8817971854833	5013.710736022985
613.382891362018	3801.3129714154697	5084.723464722724
632.7190554766732	3706.0280562867392	5152.247493436357
534.2953809926609	3649.979274502053	5203.15397930182
480.4956408356184	3614.539866440235	5233.054278700076
427.11834933452553	3617.4417068164844	5235.677320482555
364.9247110425839	3680.807255952254	5196.067694956324
406.03587311174323	3738.9092504291875	5151.341968610745



1649.6492138780848	-104.15585593102966	6160.2305654574075
1690.116719154505	-122.8365186835024	6148.906265026418
1678.5018291790766	-164.83529316100856	6151.104984174795
1646.8254111101269	-196.98226622080344	6158.7170452039345
1600.4327946630183	-176.36676122337173	6171.559059595208
1575.4234759879755	-133.69932375812624	6179.0611708334445
1614.9811467738396	-112.30018069423345	6169.267067954676
1649.6492138780848	-104.15585593102966	6160.2305654574075

1375.213742640618	-92.30602944634381	6227.431119631049
1377.5417941665594	-103.47170299370984	6226.741025831487
1366.530303476355	-147.72043460674183	6228.274656247058
1335.6187281796324	-150.6706449519248	6234.905978477509
1341.6749483457647	-103.76809134671556	6234.562703748246
1362.999614028503	-88.63468681769396	6230.16914178258
1375.213742640618	-92.30602944634381	6227.431119631049

1233.9620592488764	-146.14509713892744	6255.926057562184
1274.4824897530293	-124.04963726411563	6248.274774813969
1313.0608378170214	-134.07733413139377	6240.0742059235545
1331.442885609528	-170.79425597131913	6235.280326918428
1303.8475397537968	-186.12895246504516	6240.670572694991
1261.97355485161	-189.79382933113996	6249.162555092643
1217.05377075339	-184.7570757933175	6258.216721463731
1225.244890551125	-157.76680071183378	6257.356964848698
1233.9620592488764	-146.14509713892744	6255.926057562184

1715.1381617538916	55.38815090071736	6142.952452168605
1702.7999218576515	6.992374053629866	6146.629574294816
1666.7311895880764	-70.51069839942723	6156.108102838557
1607.2748318645095	-77.71708666516555	6171.811667578993
1553.7040450607597	-78.43282924952128	6185.5059309992375
1505.0225823137853	-102.43916547334008	6197.180393926876
1487.2016144448305	-155.3260153808957	6200.381986434995
1450.4783661092301	-181.21627478685136	6208.373761458831
1407.4481224334277	-166.46098055361517	6218.682506398019
1419.393538613053	-116.29849306605743	6217.107706467942
1456.184522038719	-90.94995848779968	6209.016535136215
1458.2088836828962	-40.85940443149952	6209.073115319772
1494.2764320747963	-19.34845397594349	6200.596356209906
1534.7955165272124	-25.977028666779596	6190.667129413325
1559.4404102943113	4.838231712937875	6184.557687419853
1584.922540873704	22.488516926389508	6178.037422742427
1588.6920679194723	59.96853123469149	6176.818993572687
1595.6608722125059	100.97226558796888	6174.488041387808
1568.969479436978	143.07386590741365	6180.493202994286
1553.7860016221089	197.57162192796395	6182.826708402956
1555.0563640827743	242.72204936823775	6180.8993926487055
1590.2870721606134	278.7649196109944	6170.40588117849
1633.0011462889647	292.8249494363063	6158.586883041884
1664.252265633373	279.76144109281495	6150.82348333789
1693.7933654887572	239.58952931411767	6144.452171124641
1685.7728935338664	200.1540956599635	6148.067963204863
1710.1571705460296	116.66321491884618	6143.483029770961
1715.1381617538916	55.38815090071736	6142.952452168605

1220.2764257141926	-474.89371441314285	6242.2778691456915
1247.6408010527587	-450.5181871307153	6238.674329164961
