230.00	 5559.028	  983.017	 3131.121	  77.329	2240.446	0.000	 90600.000
235.00	 5559.281	  990.167	 3139.784	  82.845	2257.234	1.000	 89652.093
240.00	 5559.336	  997.420	 3148.502	  88.247	2279.445	1.000	 88467.210
245.00	 5559.184	 1004.782	 3157.278	  93.534	2303.026	1.000	 87282.327
250.00	 5558.824	 1012.255	 3166.112	  98.702	2327.987	1.000	 86097.444
255.00	 5558.250	 1019.841	 3175.008	 103.753	2354.340	1.000	 84912.561
260.00	 5557.459	 1027.542	 3183.966	 108.683	2382.098	1.000	 83727.678
265.00	 5556.447	 1035.362	 3192.989	 113.493	2411.275	1.000	 82542.795
270.00	 5555.210	 1043.303	 3202.077	 118.181	2441.887	1.000	 81357.911
275.00	 5553.744	 1051.368	 3211.233	 122.745	2473.947	1.000	 80173.028
280.00	 5552.045	 1059.558	 3220.458	 127.185	2507.471	1.000	 78988.145
285.00	 5550.108	 1067.877	 3229.754	 131.500	2542.476	1.000	 77803.262
290.00	 5547.929	 1076.327	 3239.122	 135.687	2578.976	1.000	 76618.379
295.00	 5545.502	 1084.912	 3248.566	 139.747	2616.995	1.000	 75433.259
300.00	 5542.825	 1093.633	 3258.083	 143.676	2656.536	1.000	 74248.376
305.00	 5539.892	 1102.492	 3267.678	 147.474	2697.623	1.000	 73063.492
310.00	 5536.697	 1111.494	 3277.351	 151.140	2740.274	1.000	 71878.609
315.00	 5533.237	 1120.640	 3287.104	 154.673	2784.509	1.000	 70693.726
320.00	 5529.506	 1129.933	 3296.939	 158.069	2830.346	1.000	 69508.843
325.00	 5525.499	 1139.377	 3306.857	 161.330	2877.808	1.000	 68323.960
330.00	 5521.211	 1148.975	 3316.860	 164.453	2926.917	1.000	 67139.077
335.00	 5516.636	 1158.729	 3326.951	 167.436	2977.696	1.000	 65954.194
340.00	 5511.769	 1168.642	 3337.129	 170.279	3030.171	1.000	 64769.310
345.00	 5506.603	 1178.717	 3347.398	 172.979	3084.370	1.000	 63584.427
350.00	 5501.134	 1188.958	 3357.759	 175.537	3140.322	1.000	 62399.544
355.00	 5495.356	 1199.369	 3368.213	 177.950	3198.058	1.000	 61214.661
360.00	 5489.261	 1209.951	 3378.764	 180.218	3257.613	1.000	 60029.778
365.00	 5482.845	 1220.709	 3389.412	 182.338	3319.023	1.000	 58844.895
370.00	 5476.100	 1231.647	 3400.160	 184.310	3382.328	1.000	 57660.012
375.00	 5469.020	 1242.768	 3411.010	 186.133	3447.572	1.000	 56475.128
380.00	 5461.598	 1254.075	 3421.964	 187.805	3514.799	1.000	 55290.245
385.00	 5453.828	 1265.574	 3433.024	 189.326	3584.062	1.000	 54105.362
390.00	 5445.701	 1277.267	 3444.193	 190.694	3655.414	1.000	 52920.479
395.00	 5437.211	 1289.160	 3455.473	 191.909	3728.915	1.000	 51735.596
400.00	 5428.350	 1301.257	 3466.868	 192.969	3804.630	1.000	 50550.713
405.00	 5419.110	 1313.561	 3478.379	 193.873	3882.627	1.000	 49365.829
410.00	 5409.483	 1326.079	 3490.010	 194.622	3962.985	1.000	 48180.946
415.00	 5399.459	 1338.816	 3501.763	 195.213	4045.785	1.000	 46996.063
420.00	 5389.031	 1351.776	 3513.643	 195.647	4131.118	1.000	 45811.180
425.00	 5378.189	 1364.965	 3525.652	 195.923	4219.083	1.000	 44626.297
430.00	 5366.923	 1378.390	 3537.794	 196.040	4309.787	1.000	 43441.414
435.00	 5355.223	 1392.056	 3550.074	 195.999	4403.349	1.000	 42256.531
440.00	 5343.079	 1405.970	 3562.495	 195.797	4499.899	1.000	 41071.647
445.00	 5330.479	 1420.139	 3575.062	 195.436	4599.577	1.000	 39886.764
450.00	 5317.412	 1434.570	 3587.779	 194.916	4702.540	1.000	 38701.881
455.00	 5303.866	 1449.271	 3600.652	 194.235	4808.961	1.000	 37516.998
460.00	 5289.827	 1464.251	 3613.686	 193.395	4919.029	1.000	 36332.115
465.00	 5275.282	 1479.519	 3626.887	 192.395	5032.954	1.000	 35147.232
470.00	 5260.217	 1495.084	 3640.262	 191.237	5150.969	1.000	 33962.349
475.00	 5244.616	 1510.956	 3653.817	 189.920	5273.334	1.000	 32777.465
480.00	 5228.463	 1527.146	 3667.560	 188.445	5400.339	1.000	 31592.582
485.00	 5211.739	 1543.667	 3681.499	 186.813	5532.308	1.000	 30407.699
490.00	 5194.427	 1560.531	 3695.642	 185.025	5669.606	1.000	 29222.816
495.00	 5176.506	 1577.751	 3710.000	 183.084	5812.643	1.000	 28037.933
500.00	 5157.954	 1595.344	 3724.583	 180.989	5961.887	1.000	 26853.050
505.00	 5138.748	 1613.326	 3739.401	 178.743	6117.870	1.000	 25668.167
510.00	 5118.861	 1631.714	 3754.469	 176.348	6281.200	1.000	 24483.283
515.00	 5098.266	 1650.529	 3769.800	 173.806	6452.577	1.000	 23298.400
520.00	 5076.932	 1669.793	 3785.409	 171.120	6632.817	1.000	 22113.517
525.00	 5054.824	 1689.531	 3801.315	 168.294	6822.867	1.000	 20928.634
530.00	 5031.906	 1709.769	 3817.536	 165.331	7023.846	1.000	 19743.751
535.00	 5008.134	 1730.539	 3834.095	 162.234	7237.083	1.000	 18558.868
540.00	 4983.461	 1751.875	 3851.017	 159.009	7464.171	1.000	 17373.984
545.00	 4957.833	 1773.817	 3868.330	 155.660	7707.046	1.000	 16189.101
550.03	 4930.707	 1796.818	 3886.387	 152.133	7802.756	0.000	 15756.619
555.03	 4904.004	 1819.245	 3903.904	 148.682	7806.895	0.000	 15756.619
560.03	 4877.125	 1841.607	 3921.281	 145.229	7811.037	0.000	 15756.619
565.03	 4850.071	 1863.902	 3938.517	 141.774	7815.184	0.000	 15756.619
570.03	 4822.843	 1886.131	 3955.612	 138.317	7819.333	0.000	 15756.619
575.03	 4795.441	 1908.292	 3972.564	 134.857	7823.484	0.000	 15756.619
580.03	 4767.866	 1930.383	 3989.373	 131.396	7827.636	0.000	 15756.619
585.03	 4740.119	 1952.406	 4006.038	 127.934	7831.787	0.000	 15756.619
590.03	 4712.201	 1974.357	 4022.558	 124.469	7835.934	0.000	 15756.619
595.03	 4684.111	 1996.237	 4038.932	 121.004	7840.073	0.000	 15756.619
600.03	 4655.852	 2018.044	 4055.159	 117.537	7844.198	0.000	 15756.619
605.03	 4627.424	 2039.778	 4071.239	 114.069	7848.301	0.000	 15756.619
610.03	 4598.828	 2061.437	 4087.170	 110.600	7852.369	0.000	 15756.619
615.03	 4570.065	 2083.021	 4102.953	 107.130	7856.383	0.000	 15756.619
620.03	 4541.135	 2104.528	 4118.584	 103.659	7860.316	0.000	 15756.619
625.03	 4512.040	 2125.957	 4134.065	 100.188	7864.127	0.000	 15756.619
630.03	 4482.782	 2147.307	 4149.393	  96.716	7867.757	0.000	 15756.619
635.03	 4453.362	 2168.576	 4164.567	  93.244	7871.116	0.000	 15756.619
640.03	 4423.782	 2189.763	 4179.587	  89.772	7874.073	0.000	 15756.619
645.03	 4394.045	 2210.865	 4194.449	  86.301	7876.433	0.000	 15756.619
650.03	 4364.154	 2231.879	 4209.153	  82.830	7877.910	0.000	 15756.619
655.03	 4334.114	 2252.803	 4223.695	  79.360	7878.080	0.000	 15756.619
660.03	 4303.933	 2273.629	 4238.072	  75.892	7876.319	0.000	 15756.619
665.03	 4273.621	 2294.353	 4252.278	  72.426	7871.710	0.000	 15756.619
670.03	 4243.191	 2314.963	 4266.307	  68.963	7862.909	0.000	 15756.619
675.03	 4212.665	 2335.445	 4280.150	  65.506	7847.958	0.000	 15756.619
680.03	 4182.073	 2355.780	 4293.792	  62.056	7824.024	0.000	 15756.619
685.03	 4151.459	 2375.939	 4307.216	  58.617	7787.053	0.000	 15756.619
690.03	 4120.885	 2395.881	 4320.393	  55.193	7731.341	0.000	 15756.619
695.03	 4090.442	 2415.548	 4333.287	  51.790	7649.056	0.000	 15756.619
700.03	 4060.258	 2434.860	 4345.845	  48.418	7529.836	0.000	 15756.619
705.03	 4030.505	 2453.708	 4358.000	  45.088	7360.722	0.000	 15756.619
710.03	 4001.418	 2471.950	 4369.661	  41.818	7126.908	0.000	 15756.619
715.03	 3973.289	 2489.407	 4380.717	  38.627	6813.893	0.000	 15756.619
720.03	 3946.467	 2505.871	 4391.042	  35.539	6411.455	0.000	 15756.619
725.03	 3921.330	 2521.122	 4400.503	  32.582	5918.918	0.000	 15756.619
730.03	 3898.235	 2534.958	 4408.984	  29.779	5349.581	0.000	 15756.619
735.03	 3877.458	 2547.230	 4416.405	  27.149	4731.134	0.000	 15756.619
740.03	 3859.147	 2557.875	 4422.740	  24.703	4100.258	0.000	 15756.619
745.03	 3843.297	 2566.920	 4428.020	  22.439	3493.406	0.000	 15756.619
750.03	 3829.770	 2574.474	 4432.328	  20.346	2938.516	0.000	 15756.619
755.03	 3818.332	 2580.696	 4435.773	  18.404	2451.275	0.000	 15756.619
760.03	 3808.709	 2585.769	 4438.478	  16.591	2036.107	0.000	 15756.619
765.03	 3800.622	 2589.873	 4440.559	  14.885	1689.622	0.000	 15756.619
770.03	 3793.814	 2593.171	 4442.123	  13.265	1404.290	0.000	 15756.619
775.03	 3788.059	 2595.804	 4443.260	  11.710	1171.176	0.000	 15756.619
780.03	 3783.169	 2597.891	 4444.045	  10.207	 981.556	0.000	 15756.619
785.03	 3778.988	 2599.528	 4444.540	   8.743	 827.677	0.000	 15756.619
790.03	 3775.392	 2600.794	 4444.795	   7.308	 702.987	0.000	 15756.619
795.03	 3772.278	 2601.752	 4444.851	   5.897	 602.090	0.000	 15756.619
800.03	 3769.567	 2602.455	 4444.742	   4.506	 520.574	0.000	 15756.619
805.03	 3767.195	 2602.945	 4444.496	   3.134	 454.819	0.000	 15756.619
810.03	 3765.109	 2603.258	 4444.139	   1.782	 401.815	0.000	 15756.619
815.03	 3763.270	 2603.424	 4443.692	   0.453	 359.016	0.000	 15756.619
820.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
825.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
830.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
835.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
840.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
845.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
850.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
855.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
860.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
865.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
870.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
875.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
880.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
885.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
890.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
895.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
900.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
905.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
910.03	 3762.692	 2603.447	 4443.517	   0.000	   0.980	0.000	 15756.619
