  0.00	 5530.154	  917.494	 3042.406	  -0.000	   0.000	0.000	498600.000
  5.00	 5530.154	  917.494	 3042.406	  -0.000	   0.000	0.000	498600.000
 10.00	 5530.154	  917.494	 3042.406	  -0.000	   0.000	0.000	498600.000
 15.00	 5530.154	  917.494	 3042.406	  -0.000	   0.000	0.000	498600.000
 20.00	 5530.154	  917.494	 3042.406	  -0.000	   0.000	0.000	498600.000
 25.00	 5530.154	  917.494	 3042.406	  -0.000	   0.000	0.000	498600.000
 30.00	 5530.154	  917.494	 3042.406	  -0.000	   0.000	0.000	498600.000
 35.00	 5530.154	  917.494	 3042.406	  -0.000	   0.000	0.000	498600.000
 40.00	 5530.154	  917.494	 3042.406	  -0.000	   0.000	0.000	498600.000
 45.00	 5530.154	  917.494	 3042.406	  -0.000	   0.000	0.000	498600.000
 50.00	 5530.154	  917.494	 3042.406	  -0.000	   0.000	0.000	498600.000
 55.00	 5530.154	  917.494	 3042.406	  -0.000	   0.000	0.000	498600.000
 60.00	 5530.154	  917.494	 3042.406	   0.000	   0.005	1.000	494344.469
 65.00	 5530.178	  917.498	 3042.419	   0.027	  11.110	1.000	483710.957
 70.00	 5530.251	  917.513	 3042.462	   0.113	  23.670	1.000	473077.445
 75.00	 5530.372	  917.549	 3042.548	   0.265	  38.017	1.000	462443.933
 80.00	 5530.549	  917.609	 3042.682	   0.491	  54.046	1.000	451812.548
 85.00	 5530.786	  917.695	 3042.868	   0.798	  71.771	1.000	441179.036
 90.00	 5531.093	  917.808	 3043.111	   1.195	  91.236	1.000	430545.524
 95.00	 5531.475	  917.949	 3043.415	   1.692	 112.497	1.000	419912.012
100.00	 5531.941	  918.121	 3043.785	   2.298	 135.623	1.000	409278.501
105.00	 5532.500	  918.325	 3044.225	   3.021	 160.689	1.000	398644.989
110.00	 5533.159	  918.563	 3044.742	   3.873	 187.785	1.000	388011.477
115.00	 5533.927	  918.836	 3045.340	   4.864	 217.013	1.000	377377.965
120.00	 5534.796	  919.166	 3046.041	   6.000	 249.458	1.000	366744.453
125.00	 5535.752	  919.582	 3046.875	   7.286	 284.866	1.000	356110.941
130.00	 5536.788	  920.099	 3047.859	   8.728	 323.525	1.000	345477.430
135.00	 5537.899	  920.734	 3049.010	  10.332	 365.743	1.000	334843.918
140.00	 5539.078	  921.504	 3050.347	  12.103	 411.841	1.000	324210.406
145.00	 5540.316	  922.427	 3051.890	  14.046	 462.150	1.000	313576.894
150.00	 5541.604	  923.523	 3053.657	  16.164	 517.004	1.000	302943.382
155.00	 5542.930	  924.812	 3055.668	  18.460	 576.745	1.000	292309.871
160.00	 5544.284	  926.313	 3057.943	  20.938	 641.716	1.000	281676.359
165.00	 5545.655	  928.046	 3060.503	  23.600	 712.270	1.000	271042.847
170.00	 5547.028	  930.035	 3063.370	  26.449	 788.773	1.000	260409.335
175.00	 5548.393	  932.300	 3066.566	  29.490	 871.607	1.000	249775.823
180.00	 5549.737	  934.864	 3070.113	  32.724	 961.186	1.000	239142.311
185.00	 5551.045	  937.753	 3074.036	  36.158	1057.960	1.000	228508.800
190.00	 5552.305	  940.990	 3078.361	  39.796	1162.434	1.000	217875.288
195.00	 5553.505	  944.603	 3083.115	  43.645	1275.181	1.000	207241.776
200.00	 5554.629	  948.620	 3088.327	  47.713	1396.868	1.000	196608.264
205.00	 5555.665	  953.072	 3094.030	  52.010	1528.273	1.000	185974.752
210.00	 5556.600	  957.992	 3100.258	  56.546	1670.326	1.000	175341.240
215.00	 5557.418	  963.416	 3107.050	  61.337	1824.140	1.000	164707.729
220.00	 5558.106	  969.385	 3114.450	  66.399	1991.070	1.000	154074.217
225.00	 5558.648	  975.944	 3122.506	  71.753	2172.780	1.000	143440.705
230.00	 5559.024	  983.016	 3131.119	  77.324	2235.684	0.000	 48587.300
235.00	 5559.197	  990.107	 3139.683	  82.714	2212.407	0.000	 48587.300
240.00	 5559.165	  997.160	 3148.131	  87.879	2189.954	0.000	 48587.300
245.00	 5558.927	 1004.177	 3156.462	  92.821	2168.316	0.000	 48587.300
250.00	 5558.486	 1011.157	 3164.677	  97.539	2147.500	0.000	 48587.300
255.00	 5557.840	 1018.100	 3172.776	 102.034	2127.514	0.000	 48587.300
260.00	 5556.991	 1025.005	 3180.759	 106.307	2108.374	0.000	 48587.300
265.00	 5555.938	 1031.873	 3188.626	 110.357	2090.095	0.000	 48587.300
270.00	 5554.684	 1038.703	 3196.376	 114.184	2072.694	0.000	 48587.300
275.00	 5553.226	 1045.496	 3204.010	 117.790	2056.187	0.000	 48587.300
280.00	 5551.567	 1052.250	 3211.527	 121.174	2040.591	0.000	 48587.300
285.00	 5549.707	 1058.966	 3218.928	 124.336	2025.922	0.000	 48587.300
290.00	 5547.645	 1065.644	 3226.212	 127.277	2012.197	0.000	 48587.300
